,RAP_TRN,PPM_TST,BNN_TRN,PPM_TRN,BNN_TST,RAP_TST
0,71.80433481,2.5729049800000001,1.3723519900000001,5.9409264000000004,1.6378698899999999,66.242131760000007
1,66.442288129999994,10.61804055,5.2313647300000001,18.46910892,-8.3897122500000005,58.311094199999999
2,85.647793849999999,7.9650681399999996,10.680890399999999,21.639290020000001,9.3562324500000003,72.336693429999997
3,81.092046190000005,23.728515059999999,0.50393465000000004,37.878866549999998,3.0872895200000001,66.723017530000007
4,59.266639589999997,6.4012640599999999,7.2673776600000002,28.325800999999998,19.303189589999999,69.154150529999995
5,54.351743089999999,23.63529145,7.8406000699999998,13.40150497,10.121549659999999,63.784025829999997
6,60.167450189999997,23.781486170000001,7.7371764399999998,36.129660209999997,10.91108251,56.046359690000003
7,66.774972250000005,4.2527028900000001,0.75403790000000004,9.1023221799999998,4.3382513200000004,56.662441620000003
8,57.268203710000002,7.3153460900000002,8.8986402899999995,-2.1765878999999999,7.44398465,51.473778680000002
9,66.451345279999998,10.97176353,-1.6806872500000001,3.4074261400000001,26.052530579999999,75.498427219999996
10,77.898944689999993,11.022780109999999,17.174695979999999,12.94712374,11.72341117,69.614685829999999
11,43.565125549999998,10.18416101,3.6628060200000001,12.878051210000001,16.458087540000001,77.678045949999998
12,59.278503890000003,0.58510395000000004,12.50728359,3.7861879200000002,25.384149560000001,78.384449689999997
13,56.923021769999998,-2.00678884,6.7442458800000002,5.6313486299999997,14.993300169999999,84.274633069999993
14,69.694155890000005,27.516396929999999,1.4287434299999999,6.3374578000000001,-0.52529809000000005,68.38541257
15,54.259850540000002,1.74989894,5.5345317100000004,-2.71304334,8.8714999199999998,72.486685919999999
16,56.256338649999996,16.523399739999999,-3.1065419400000001,14.29415455,1.0582855900000001,71.450074709999996
17,59.257503159999999,12.95166981,15.38699064,3.17483351,1.9422771999999999,76.487898650000005
18,76.880569769999994,24.66872025,4.6021492500000001,9.2755989999999997,7.2840337499999999,60.593429399999998
19,73.772333270000004,11.61130019,5.4551867999999999,3.1409497599999998,20.716485089999999,75.049996899999996
